Registration Number,Association Name,State,Cancellation Type,Cancellation Year
152710010,Aide A L'enfance Tibetaine,Jammu & Kashmir,On Violation,2015
152670014,Adarsh Nari Sudhar Centre,Jammu & Kashmir,On Violation,2015
182500013,Yenam Educational Society,Himachal Pradesh,On Violation,2015
182540017,Vardhman Educational Society,Himachal Pradesh,On Violation,2015
182520003,Tsechen Samdupling Monastary,Himachal Pradesh,On Violation,2015
182520006,Tibetan Taopan Gapa Welfare Society,Himachal Pradesh,On Violation,2015
182510002,Tibetan Progressive Society,Himachal Pradesh,On Violation,2015
182450014,Tibetan Art and Metal Craft Training Centre,Himachal Pradesh,On Violation,2015
182420004,The Gobindsagar Fisheries Cooperative of Marketing & Supply,Himachal Pradesh,On Violation,2015
182510023,"The Dubbling Handicrafts, Handloom Development Welfare association",Himachal Pradesh,On Violation,2015
182450043,Thakur Pre-Examination Coaching Cum Trg. Institute,Himachal Pradesh,On Violation,2015
182520024,Stepco Society Nahan,Himachal Pradesh,On Violation,2015
182510030,St. Mary's School Trust,Himachal Pradesh,On Violation,2015
182510003,Simla Jesus and Mary Educational Society,Himachal Pradesh,On Violation,2015
182520028,SIDHI(Social Institute of Deliberate Human Immanence),Himachal Pradesh,On Violation,2015
182510018,Santhshi Mahila Sangathan Sabha,Himachal Pradesh,On Violation,2015
182510006,Sangye Chowling Tibetan Buddhist Association,Himachal Pradesh,On Violation,2015
182520022,Rural Acitivity for Social and Tribal Area(RASTA),Himachal Pradesh,On Violation,2015
182450007,Palampur Leprosy Home & Hospital,Himachal Pradesh,On Violation,2015
182450036,Nav Nirman Kalyan Samiti,Himachal Pradesh,On Violation,2015
182500012,Matri Bhumi Social Welfare Society,Himachal Pradesh,On Violation,2015
182430006,Mahila Vikas Manch,Himachal Pradesh,On Violation,2015
182510010,Kupvi Harbarium Welfare Workers Association,Himachal Pradesh,On Violation,2015
182540014,Jan Kalyan Seva Samity,Himachal Pradesh,On Violation,2015
182470014,Jagriti,Himachal Pradesh,On Violation,2015
182500007,Jagdishwari Samaj Kalyan Mandal,Himachal Pradesh,On Violation,2015
182470011,Institute for Development Studies,Himachal Pradesh,On Violation,2015
182510007,Indus Medical Foundation,Himachal Pradesh,On Violation,2015
182540005,Indra Talimiyat Society,Himachal Pradesh,On Violation,2015
182520015,Indira Ladies Club,Himachal Pradesh,On Violation,2015
182520010,Hitaishee,Himachal Pradesh,On Violation,2015
182430003,Himgiri Charitable Educational Society,Himachal Pradesh,On Violation,2015
182470003,Himachal Pradesh Handloom Weavers Apex Body,Himachal Pradesh,On Violation,2015
182540013,Him Khadi Gramodyog Ashram,Himachal Pradesh,On Violation,2015
182510022,H.P.State Council for Child Welfare,Himachal Pradesh,On Violation,2015
182530001,Grameen Kalyan Mandal,Himachal Pradesh,On Violation,2015
182450051,Friends Club Re,Himachal Pradesh,On Violation,2015
182450029,Dzongsar Institute for Buddhist Studies,Himachal Pradesh,On Violation,2015
182430002,District Council for Child Welfare,Himachal Pradesh,On Violation,2015
182510032,DISHA,Himachal Pradesh,On Violation,2015
182450045,Dhauladhar Public Education Society,Himachal Pradesh,On Violation,2015
182420006,Chetna,Himachal Pradesh,On Violation,2015
182450050,Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya,Himachal Pradesh,On Violation,2015
182510009,Central School for the Tibetans,Himachal Pradesh,On Violation,2015
182520026,Bon Children's Home,Himachal Pradesh,On Violation,2015
182520029,Aastha Welfare Society,Himachal Pradesh,On Violation,2015
271830019,Goans Organisers Association,Goa,On Violation,2015
271830109,St. Judes Commercial Institute,Goa,On Violation,2015
271830083,St. Anne's Sports Club,Goa,On Violation,2015
271830063,Society of Franciscan Hospital Sisters of Immaculate Conception,Goa,On Violation,2015
271830024,Society of Congregation of Carmelite Religions,Goa,On Violation,2015
271830084,Society for Child Development,Goa,On Violation,2015
271830076,Social & Educational Development Association,Goa,On Violation,2015
271830029,Sarvajanik Kalyan Kendra,Goa,On Violation,2015
271830014,Our Lady of Perpetual Succour,Goa,On Violation,2015
271830100,Our Lady of Perpetual Help Convent,Goa,On Violation,2015
271830021,Our Lady of Fatima Convent,Goa,On Violation,2015
271830142,National Institute of Oceanography,Goa,On Violation,2015
271830082,Homestead Rural Community Development & Welfare Organisation,Goa,On Violation,2015
271830141,Gomantak Sanskrutotottejak Mandal,Goa,On Violation,2015
271830052,Goa Research Institute for Development,Goa,On Violation,2015
271830078,Goa Cancer Society,Goa,On Violation,2015
271830067,Fabricia Da Igreja De Aldona,Goa,On Violation,2015
271830119,Fabrica of St. Rock's Church,Goa,On Violation,2015
271830117,Fabrica of our Lady Mother of Poor Church,Goa,On Violation,2015
271830103,Fabrica Of Our Lady Of Our Piety Church,Goa,On Violation,2015
271830113,Fabrica of Moira Church Parish School,Goa,On Violation,2015
271830092,Fabrica of Carmona Church,Goa,On Violation,2015
271830059,Fabrica Daigre Ja De Chinchinim,Goa,On Violation,2015
271830112,Fabrica Da Igreja De Verna,Goa,On Violation,2015
271830105,Fabrica Da IgreJa De Shiroda,Goa,On Violation,2015
271830137,Fabrica Da Igreja De Nuvem,Goa,On Violation,2015
271830136,Fabrica DA Igreja DE Nagoa(Bardez),Goa,On Violation,2015
271830071,Fabrica Da Igreja De Nagoa De Verna,Goa,On Violation,2015
271830145,Fabrica Da Igreja De Mandur,Goa,On Violation,2015
271830116,Fabrica Da IgreJa De Maina,Goa,On Violation,2015
271830135,Fabrica DA Igreja DE Ambulim,Goa,On Violation,2015
271830099,Ezekiel Methodist School,Goa,On Violation,2015
271830007,Diocesan Priest Fund,Goa,On Violation,2015
271830026,Diocesan Commission For Liturgy,Goa,On Violation,2015
271830048,Curca Church Building Fund of Fabrica Curca,Goa,On Violation,2015
271830115,Conraria Do Fundo Reunido De Igrja De Goa Velha,Goa,On Violation,2015
271830085,Confre Dos Fundos Reunidos of Galibaga,Goa,On Violation,2015
271830064,Confraria of SSMO Sacrement De Sebastian,Goa,On Violation,2015
271830088,Confraria of SS Cosmos & Damien Bogmolo,Goa,On Violation,2015
271830120,Confraria Do ssmo Sacramento Es Jose,Goa,On Violation,2015
271830108,Confraria De Nossa Senhora Do Porto Seg St. Inez,Goa,On Violation,2015
271830081,Cofre of Our Lady Help of Christian,Goa,On Violation,2015
271830114,Cofre Da Igreja De Maina,Goa,On Violation,2015
271830107,Chapel of Our Lady of Lourdes,Goa,On Violation,2015
271830139,Centur Educador Society,Goa,On Violation,2015
271830042,Carmelite Monastery,Goa,On Violation,2015
31390014,Atmananda Seva Sansthan,Bihar,On Violation,2015
31170282,Astha Sewa Kendra,Bihar,On Violation,2015
31170189,Asian Development Society,Bihar,On Violation,2015
31170147,Ashok Budh Vihar Centre,Bihar,On Violation,2015
31170278,Ashok Bihar Seva Sansthan,Bihar,On Violation,2015
31380008,Asharya Ram Murti Samagra Vikas Sansthan,Bihar,On Violation,2015
31170266,Ashanurup Lok Seva sansthan,Bihar,On Violation,2015
31140022,Asha Mahila Udyogik Prashikshan Kendra,Bihar,On Violation,2015
31080018,Asahay Piridt Mahila Kalayan Sanstha.,Bihar,On Violation,2015
31170334,Aryavart Manav Vikas Parishad,Bihar,On Violation,2015
31180024,ARUNODAYA SEVA PURNEA,Bihar,On Violation,2015
31290014,Arunaday Rachnatmak Parishad,Bihar,On Violation,2015
31170044,Arti Kalyan Seva Sansthan,Bihar,On Violation,2015
31170167,Arogyam Centre For Health and Development,Bihar,On Violation,2015
31090008,Antoyoday Samiti,Bihar,On Violation,2015
31170246,Anterrastriya Sansadiya Adhyayan Sansthan,Bihar,On Violation,2015
31190103,Anjuman Islamia Hospital,Bihar,On Violation,2015
31170452,Aniket Seva,Bihar,On Violation,2015
31170245,Anamika Janabhimukh Sanstha,Bihar,On Violation,2015
31170317,An Eye for Child's Care,Bihar,On Violation,2015
31170181,Amresh Prasad Verma Integral Rural Development Society,Bihar,On Violation,2015
31140024,Amrapali Mahila Seva Mandal,Bihar,On Violation,2015
31340095,Amar Viklang Dalit Mahila Sadbhavna Samiti,Bihar,On Violation,2015
31360034,Alp Sankheyak Kalyan Sansthan,Bihar,On Violation,2015
31170028,All Bihar Christian School Association,Bihar,On Violation,2015
31170203,Akhil Bhartiya Swantantrata Senani Ashrit Kalyan Sangh,Bihar,On Violation,2015
31280023,Akhil Bhartiya Manav Seva Parishad,Bihar,On Violation,2015
31170217,Akhil Bhartiya Harizan Adivasi Vikas Sangh,Bihar,On Violation,2015
30850003,Akhil Bharatiya Sarvangin Vikas Sansthan,Bihar,On Violation,2015
31360002,Akhil Bharatiya Lok Tantrik Sansthan,Bihar,On Violation,2015
31170384,Adivasi Samajik Evam Sanskritik Sangh,Bihar,On Violation,2015
31170224,Adarsh Seva Sansthan,Bihar,On Violation,2015
31350020,Adarsh Samaj Nirman Kendra,Bihar,On Violation,2015
31030023,Adarsh Mahila Vikas Sahayog Samity Ltd.,Bihar,On Violation,2015
31340084,Adarsh Jai Prakash Gramin Seva Sansthan,Bihar,On Violation,2015
31240038,Action Group for Citizens Rights,Bihar,On Violation,2015
31200017,Abhikram Saharsa,Bihar,On Violation,2015
31170146,Abhav Grast Sarwangeen Vikas Sansthan,Bihar,On Violation,2015
31190135,Abdur Razzaque Ansari Memorial Welfare Hospital,Bihar,On Violation,2015
31090054,Aakanksha Institute for Mentally Handicapped,Bihar,On Violation,2015
20810004,Zeme Presbytery,Assam,On Violation,2015
20840008,West Mohanpur Samaj Unnayan Club,Assam,On Violation,2015
20640001,Welfare Sangha: Nalbari,Assam,On Violation,2015
20840013,Vidya Vikas Kendra,Assam,On Violation,2015
20820029,Universal Brotherhood Association,Assam,On Violation,2015
20820028,United Youth Welfare Organisation,Assam,On Violation,2015
20820016,Udmari Community Development Project,Assam,On Violation,2015
20820022,Udali Rahmania Madressa Committee,Assam,On Violation,2015
20750013,Tinisukia Gaon Tribal Mahila Samity,Assam,On Violation,2015
20740005,Tezpur Anchalic Gram Vikash Sangh,Assam,On Violation,2015
20740007,Sydney & Sarah Endle Hostel,Assam,On Violation,2015
20820046,Swastyayan,Assam,On Violation,2015
20780121,Suryyajyoti,Assam,On Violation,2015
20840019,Surjoydoi Samaj Kalyan Samittee,Assam,On Violation,2015
20820014,St. Mathews Relief Centre,Assam,On Violation,2015
20780077,Srimanta Sankaradeva Kalakshetra Society,Assam,On Violation,2015
20720015,Sribar Manipuri Association,Assam,On Violation,2015
20700004,SRI SRI RAMAKRISHNA SEVA SAMITY,Assam,On Violation,2015
20820012,Sreemanta Sankar Mission,Assam,On Violation,2015
20740029,Solaban Area Development Committee,Assam,On Violation,2015
20780006,Social Service Centre,Assam,On Violation,2015
20790012,Simalugiri Mahatma Seva Ashram,Assam,On Violation,2015
20720009,Silchar Sangeet Vidyalaya,Assam,On Violation,2015
20830011,Sibsagar Yuvadal,Assam,On Violation,2015
20830014,Sibsagar Community Development Project,Assam,On Violation,2015
20780035,Sevika Niketan,Assam,On Violation,2015
20800008,Secular Rural Development Society,Assam,On Violation,2015
20820024,Saturangam Sanskrutic Gusthi,Assam,On Violation,2015
20830015,Sarvodaya Ashram,Assam,On Violation,2015
20780054,Saraighat Janagana Yuvak Sangha,Assam,On Violation,2015
20820036,Rural Development Society,Assam,On Violation,2015
20800014,Rural Area Welfare Society,Assam,On Violation,2015
20520003,Rupai Development Organisation,Assam,On Violation,2015
20830022,Resources Development Institution,Assam,On Violation,2015
20740037,Rastiya Samaj Kalyan Parishad,Assam,On Violation,2015
20840004,Rajyeswar Mahila Sangha,Assam,On Violation,2015
20720024,Rajkus,Assam,On Violation,2015
20620001,Purvottar Janajati Shiksha Samiti,Assam,On Violation,2015
20780044,Pub Betbari Social Welfare Society,Assam,On Violation,2015
20820047,Progressive Society,Assam,On Violation,2015
20720008,Presbyterian Church of Cachar & Karimganj,Assam,On Violation,2015
20720019,Prantorekha,Assam,On Violation,2015
20790011,Prakritik Chikitsa Kendra,Assam,On Violation,2015
20780058,Pragjyoti Charity Trust,Assam,On Violation,2015
20780052,Pragatishil Khadi Samity,Assam,On Violation,2015
20830009,Peace Foundation Centre,Assam,On Violation,2015
20830008,Peace Foundation Centre,Assam,On Violation,2015
20820018,Nowgong Mission High School,Assam,On Violation,2015
20800016,North Eastern Social Welfare Environment and Forest Protection,Assam,On Violation,2015
20780088,"North East Regional Hum,an Resource Development Society",Assam,On Violation,2015
20840012,North East Nature Club,Assam,On Violation,2015
20770003,North East Development Organisation,Assam,On Violation,2015
20720026,NIVEDITA NARI SANGSTHA,Assam,On Violation,2015
20700001,Natures'Beckon,Assam,On Violation,2015
20790014,Nata Sainik,Assam,On Violation,2015
20790002,Narayanpur Anchalik Gramdam Sangha,Assam,On Violation,2015
20630002,Nahat Mahila Bikash Samittee,Assam,On Violation,2015
20820019,Na-Bakharbari Mahila Samiti,Assam,On Violation,2015
20780099,Mushroom Development Foundation,Assam,On Violation,2015
20810003,Muolhoi Community Development Project,Assam,On Violation,2015
20720017,Modern Khadi & VIllage Industries Samiti,Assam,On Violation,2015
20820033,Mirabari Jamiul Uloom Furqania Madrassa,Assam,On Violation,2015
20800017,Millenium Best Friends Welfare Society,Assam,On Violation,2015
20800002,Manja Community Development Project,Assam,On Violation,2015
20820052,Manab Vikash Society,Assam,On Violation,2015
20780075,Majuli Island Protection and Development Council,Assam,On Violation,2015
20830006,Madhya Assam Baptist Association,Assam,On Violation,2015
20830010,Lion Longidang Community Development Project,Assam,On Violation,2015
20800003,Langhin Community Development Project,Assam,On Violation,2015
20790013,Lakhimpur Khadi Gramododyog Samiti,Assam,On Violation,2015
20780116,KRISHNAGURU FOUNDATION,Assam,On Violation,2015
20840005,Khadi & Village Industries Society,Assam,On Violation,2015
20680002,Karunagaon Mahila Samiti,Assam,On Violation,2015
20830004,Jorhat Christian Endeavour Social Welfare Society,Assam,On Violation,2015
20820011,Jamunamukh Amtola Ahmedia Madressa Committee,Assam,On Violation,2015
20790015,Jagriti Sanmilita Unnayan Kendra,Assam,On Violation,2015
20620006,Jagriti,Assam,On Violation,2015
20710001,Jagat Sewashram Samittee,Assam,On Violation,2015
20800012,J Rikyndeng Catholic Church,Assam,On Violation,2015
20740036,IBN Al-Qayyem Educational and Welfare Society,Assam,On Violation,2015
20780060,Health & Family Welfare Implementation Unit,Assam,On Violation,2015
20780025,Hazrat Ayesha Educational Trust,Assam,On Violation,2015
20820015,Grammya Unnayan Committee,Assam,On Violation,2015
20700002,Gauripur Vivekananda Club,Assam,On Violation,2015
20780004,Gauhati Mental Welfare Society,Assam,On Violation,2015
20780086,Eastern Regional Link for Sustainable Development,Assam,On Violation,2015
20760001,Don Bosco School,Assam,On Violation,2015
20840018,DEVELOPMENT VOLUNTEERS FORUM,Assam,On Violation,2015
20780026,Desh Bhakta Rural Development Association,Assam,On Violation,2015
20780062,Dahara(Baghbari)Nava Jyoti Sangha,Assam,On Violation,2015
20820002,Dahali Makaria Bogdoba Habi Gram Sabha,Assam,On Violation,2015
20790001,Community Development Project,Assam,On Violation,2015
20830013,Christian Training School,Assam,On Violation,2015
20750008,Christian English School,Assam,On Violation,2015
20780083,Centre for Rural Development (CRD),Assam,On Violation,2015
20740006,Catholic Hospital Association,Assam,On Violation,2015
20780018,Catholic Church,Assam,On Violation,2015
20750004,Catholic Church,Assam,On Violation,2015
20720010,Cachar Christian Association,Assam,On Violation,2015
20780071,Bureau of Integrated Rural Development,Assam,On Violation,2015
20780021,Borbaka C ommunity Development Project,Assam,On Violation,2015
20750001,Bishop Hubback Hostel,Assam,On Violation,2015
20770004,Barpeta Development Organisation,Assam,On Violation,2015
20800009,Barnibari Yubak Sangha,Assam,On Violation,2015
20780037,Barnarddi Gramya Unnayan Samity,Assam,On Violation,2015
20640008,Barbhag Bahjani & Khata Unnayan Samittee,Assam,On Violation,2015
20740008,Baptist General Conference,Assam,On Violation,2015
20760008,Balijana Anchalik Jana Seva Samity,Assam,On Violation,2015
20780032,Bajali Pragati Sangha,Assam,On Violation,2015
20780024,Bajali Mahila Samity,Assam,On Violation,2015
20830005,Babejia Community Development Project,Assam,On Violation,2015
20790016,Association for Women and Rural Development,Assam,On Violation,2015
20630001,Associated Gramya Unnayan Society,Assam,On Violation,2015
20830007,Assan Baptist Womens Union,Assam,On Violation,2015
20840006,Assam Science Society,Assam,On Violation,2015
20780066,Assam Institute of Management,Assam,On Violation,2015
20780027,Assam Imdadiya Hospital Committee,Assam,On Violation,2015
20830012,Assam Cha Mazdoor Multipurpose Social & Educational Association,Assam,On Violation,2015
20780012,Asom Go Seva Samiti,Assam,On Violation,2015
20820026,Arunoday Vikas Samity,Assam,On Violation,2015
20820043,Aruna Udyog Samittee,Assam,On Violation,2015
20780007,Art & Hobby Centre,Assam,On Violation,2015
20820003,Anwarul Uloom Madrasa Committee,Assam,On Violation,2015
20820053,Anusuchita Jati Janajati Gramya Unnayan Samity,Assam,On Violation,2015
20780029,Ambikagiri Memorial Trust,Assam,On Violation,2015
20830001,Adarsh Hindi Vidyalaya,Assam,On Violation,2015
310540009,Youth Action for social Welfare,Arunachal Pradesh,On Violation,2015
310540029,Vision for Better Tomorrow,Arunachal Pradesh,On Violation,2015
310530002,Thupsung Dhargyeling Himalayan Culture and Tradition Preservation Society,Arunachal Pradesh,On Violation,2015
310540015,Tarap Development Society,Arunachal Pradesh,On Violation,2015
310540008,Tanyi Jagriti Foundation,Arunachal Pradesh,On Violation,2015
310610003,TANI KOO WELFARE SOCIETY,Arunachal Pradesh,On Violation,2015
310540025,Sorang Kinik Charitable Society Itanagar,Arunachal Pradesh,On Violation,2015
310540038,Service to Man Foundation,Arunachal Pradesh,On Violation,2015
310540020,Rural Women Development Council,Arunachal Pradesh,On Violation,2015
310540006,Rural Development Society,Arunachal Pradesh,On Violation,2015
310540014,"Regional Research Institute of Yoga, Naturopathy & Ayurveda",Arunachal Pradesh,On Violation,2015
310560002,Pany Eco - Development Society,Arunachal Pradesh,On Violation,2015
310540017,Mon Sidhartha Charitable Foundation(MSCF),Arunachal Pradesh,On Violation,2015
310590002,Makcha Welfare Society,Arunachal Pradesh,On Violation,2015
310540011,League in Friendship Endeavour,Arunachal Pradesh,On Violation,2015
310560003,"Jottam Welfare Society, Deed",Arunachal Pradesh,On Violation,2015
310540022,Indian Poverty Alleviation Society,Arunachal Pradesh,On Violation,2015
206150019,Tripura Social Welfare Society,Tripura,On Violation,2015
206150013,Tripura Handicraft Development Samity,Tripura,On Violation,2015
206150005,Tripura Adivashi Mahila Samiti,Tripura,On Violation,2015
206150010,Tripura Adimjaati Sevak Sangh,Tripura,On Violation,2015
206120003,St. Vincent Welfare Society,Tripura,On Violation,2015
206150001,St. Pauls Hostel,Tripura,On Violation,2015
206150021,Pratibandhi Punarvas Samiti,Tripura,On Violation,2015
206150029,Nakha,Tripura,On Violation,2015
206150014,Kalyan Samiti,Tripura,On Violation,2015
206150009,Humanity Protection Forum,Tripura,On Violation,2015
206150034,Hepatitis Foundation of Tripura,Tripura,On Violation,2015
206150003,Gonga Rai Community Development Project,Tripura,On Violation,2015
206140001,Goncarai Community Development Project,Tripura,On Violation,2015
206150018,ARK Science & Social Organisation,Tripura,On Violation,2015
285130062,Willpower Welfare Society,Pondicherry,On Violation,2015
285130055,The Pondicherry Physically Handicapped Welfare Association,Pondicherry,On Violation,2015
285130079,Sudar Oli Seva Centre,Pondicherry,On Violation,2015
285130077,Sri Balaji Educational & Charitable Public Trust,Pondicherry,On Violation,2015
285130065,Sri Aurbindo Research Foundation,Pondicherry,On Violation,2015
285130073,Sneham Social Service Society,Pondicherry,On Violation,2015
285130013,Seventh Day Adventist High School,Pondicherry,On Violation,2015
285130082,POOR PEOPLE DEVELOPMENT SOCIETY,Pondicherry,On Violation,2015
285130048,Pondicherry University,Pondicherry,On Violation,2015
285130054,Pondicherry Dyarkai Kazhagam,Pondicherry,On Violation,2015
285160001,Muslim Educational Society,Pondicherry,On Violation,2015
285130038,Identity Research Institute,Pondicherry,On Violation,2015
285130032,Aurstone Trust,Pondicherry,On Violation,2015
285130051,Anbarasi Madhar Sangam Orphanage,Pondicherry,On Violation,2015
304330017,Society for Community Care,Mizoram,On Violation,2015
304330032,"Save, Help and Develop",Mizoram,On Violation,2015
304330012,Samaritan Society of Mizoram,Mizoram,On Violation,2015
304330029,Sacred Heart Society,Mizoram,On Violation,2015
304330021,Mizoram Social Defence & Rehb. Board,Mizoram,On Violation,2015
304330037,Mizoram Football Association,Mizoram,On Violation,2015
304330006,Misualte Thian (Sinners Friends),Mizoram,On Violation,2015
304350001,Isua Krista Kohhran,Mizoram,On Violation,2015
304330027,HRAWVA School,Mizoram,On Violation,2015
304330001,Homeopathic Medical Centre,Mizoram,On Violation,2015
304330038,Hnam Chhantu Pawl,Mizoram,On Violation,2015
304430003,Chapui Multipurpose Coop Societies Ltd.,Mizoram,On Violation,2015
304330010,Centre For Rural Development & Research,Mizoram,On Violation,2015
304330013,Association For Mizoram Economic Forum,Mizoram,On Violation,2015
304330016,All Mizoram Farmers Union,Mizoram,On Violation,2015
227430005,The Palace Tsukhalakhang Trust,Sikkim,On Violation,2015
227430014,SIKKIM HAPINESS HOME,Sikkim,On Violation,2015
227430007,Sikkim Co-operative Milk Producers'Union Ltd.,Sikkim,On Violation,2015
227460002,Sikkim Buddhist Development Trust,Sikkim,On Violation,2015
227450003,Samdruptse Managing Committee,Sikkim,On Violation,2015
227430001,Paljor Namgyal Girls High School,Sikkim,On Violation,2015
227430011,"National Association for the Blind, Sikkim Branch",Sikkim,On Violation,2015
227430002,N E Sikkim Pastorate CNI Church,Sikkim,On Violation,2015
227460001,Muyal Liyanag Trust,Sikkim,On Violation,2015
227450004,HIMALAYA EDUCATOINAL SOCIETY,Sikkim,On Violation,2015
358000001,Swami Vivekanand Yuvak Mandal,Daman and Diu,On Violation,2015
291420056,"Society for Rehabilitation of Mentally Challenged,Chandigarh",Chandigarh,On Violation,2015
291420040,Rotary Chandigarh Shivalk,Chandigarh,On Violation,2015
291420039,Rajinder Singh Centre for Human Enrichment and Talent Advancement,Chandigarh,On Violation,2015
291420001,Punjab Backward Classes Developmental Board,Chandigarh,On Violation,2015
291420063,NEW AND LIVING WAY CHARITABLE TRUST,Chandigarh,On Violation,2015
291420048,Jyot Charitable Trust,Chandigarh,On Violation,2015
291420028,Indian Council of Social Welfare,Chandigarh,On Violation,2015
291420057,India International Education Trust,Chandigarh,On Violation,2015
291420058,Dr. CASTROS CHARITABLE HOMOEOPATHIC RESEARCH SOCIETY,Chandigarh,On Violation,2015
291420050,Bhuvan Raj Educational Society,Chandigarh,On Violation,2015
291420014,Bharatiya Gramin Mahila Sangh,Chandigarh,On Violation,2015
31170284,"CHURI"" Children's Health & Upliftment Research Institute",Bihar,On Violation,2015
31170036,Children Welfare Association of India,Bihar,On Violation,2015
31190100,Cheshire Homes India,Bihar,On Violation,2015
31280019,Chaturbhuj Memorial Vikas Manch,Bihar,On Violation,2015
31170164,Chankya Seva Sansthan,Bihar,On Violation,2015
31230013,Chandrawati Mahila Vikas Manch,Bihar,On Violation,2015
31170441,CHANDRA KALYAN KENDRA,Bihar,On Violation,2015
31170173,Chanakya International Centre,Bihar,On Violation,2015
31270039,Champa-Aaranya Khadi Gramodyog Sanstha,Bihar,On Violation,2015
31350007,Centre For Youth Development,Bihar,On Violation,2015
31170038,Centre For Womens Development Studies,Bihar,On Violation,2015
31170256,Central English Academy,Bihar,On Violation,2015
31170337,Center For Res. C oord. & Develop. for Human Welfare(Cord.),Bihar,On Violation,2015
31090024,Buddha Social Welfare Council,Bihar,On Violation,2015
31090046,Buddha Educational Vocational Charitable Society,Bihar,On Violation,2015
31170257,Buchan Manav Sewa Sansthan`,Bihar,On Violation,2015
31040024,Buchan Manav Sewa Sansthan,Bihar,On Violation,2015
31170008,Brothers of St. Gabriel,Bihar,On Violation,2015
31090060,Bright Life Charitable Net Foundation,Bihar,On Violation,2015
31240005,Brides Home,Bihar,On Violation,2015
31240004,Bride School Home,Bihar,On Violation,2015
31180001,Brethern In Christ Development Society,Bihar,On Violation,2015
31150002,Bretheren In Christ Church Society,Bihar,On Violation,2015
31190041,Boys Hostel/Girls Hostel,Bihar,On Violation,2015
31170369,Born Out-Reach Network,Bihar,On Violation,2015
31170215,Blue Birds' Socirty,Bihar,On Violation,2015
31250016,Bloom India Seva Sansthan,Bihar,On Violation,2015
31170103,Bishewar Lok Ekta Sewa Sangh,Bihar,On Violation,2015
31380024,Birds (Boon International Rural Development Society),Bihar,On Violation,2015
31190133,Binsa Senia Sandhan,Bihar,On Violation,2015
31170195,Bihari Yuva Kalakar Vikas Manch,Bihar,On Violation,2015
31040016,Bihar Vikas Sansthan,Bihar,On Violation,2015
31030033,Bihar Upekshrit Mahila Kalyan Samiti,Bihar,On Violation,2015
31340008,Bihar Udyog Mandal,Bihar,On Violation,2015
31170045,Bihar State Co.Operative Milk Product Federation Ltd,Bihar,On Violation,2015
31170149,Bihar Shisu Nari,Bihar,On Violation,2015
31170143,Bihar Shishu Nari Kalyan Sangh,Bihar,On Violation,2015
31170087,Bihar Relief Committee,Bihar,On Violation,2015
31170080,Bihar Netraheen Parishad,Bihar,On Violation,2015
31340073,Bihar Jan Uthan Pratishthan,Bihar,On Violation,2015
31170141,Bihar Jan Kalyan Parishad,Bihar,On Violation,2015
31160013,Bihar Gramin Kisan Vikash Sangh,Bihar,On Violation,2015
31140037,Bihar Gram Vikas Pariyojna,Bihar,On Violation,2015
31170029,Bihar Association of Volontary Agencies,Bihar,On Violation,2015
31130035,Bihar Nav Jeevan Jyoti Pratisthan,Bihar,On Violation,2015
31170356,Bidya Society's.,Bihar,On Violation,2015
31170100,Bidhi Raj Seva Samiti,Bihar,On Violation,2015
31170321,Bhumika Vaishali,Bihar,On Violation,2015
31170115,Bhartiya Viklang Sangh,Bihar,On Violation,2015
31030028,Bhartiya Viklang Sangh,Bihar,On Violation,2015
31060003,Bhartiya Vikas Manch,Bihar,On Violation,2015
30940005,"Bhartiya Gramodaya,Manjos",Bihar,On Violation,2015
31170046,Bhartiya Garib Gramin Mahila Bal Kalyan Sangh,Bihar,On Violation,2015
31110035,Bhartiya Banwari Mahila Kalyan Parishad,Bihar,On Violation,2015
31290074,Bhardwaj Gram Vikash Sewa Sansthan,Bihar,On Violation,2015
31340055,Bharati Jan Kalyan Sansthan,Bihar,On Violation,2015
31060009,Bharat Mahila Vikas Sanstha,Bihar,On Violation,2015
31330029,Bharat Gram Rachana Samiti Ahamadpur,Bihar,On Violation,2015
31170042,Bhagwat Nandlal Sewashram,Bihar,On Violation,2015
31170198,Bhagwan Buddha Vikas Seva Samiti,Bihar,On Violation,2015
31300006,Bethel Church Association,Bihar,On Violation,2015
31100006,Belantar Mission Partnership Project,Bihar,On Violation,2015
31020003,Begusarai Zila Khadi Gramodyog Sangh,Bihar,On Violation,2015
31290033,Baudha Shikshan Kalyan Samiti,Bihar,On Violation,2015
31170011,Barh Parish Society Catholic Church,Bihar,On Violation,2015
31270043,BANANCHAL KALYAN SAMITI BAGAHA,Bihar,On Violation,2015
31170327,Baidyanath Foundation,Bihar,On Violation,2015
31090064,Bahudeshye Gramin Vikash Sansthan,Bihar,On Violation,2015
31050002,Azad India Foundation,Bihar,On Violation,2015
31170244,Avaran,Bihar,On Violation,2015
310560004,Hutto Welfare Society,Arunachal Pradesh,On Violation,2015
310540013,Gramin Vikas Kendra,Arunachal Pradesh,On Violation,2015
310540028,Donyi Polo Tribal Welfare Society,Arunachal Pradesh,On Violation,2015
310540016,Centre for Cultural Research & Documentation Sammanoy Gut,Arunachal Pradesh,On Violation,2015
310540036,Atu Nimey Memorial Multi Purpose Welfare Society,Arunachal Pradesh,On Violation,2015
310540019,Arunachal University,Arunachal Pradesh,On Violation,2015
