State,Reg No,Association,Address,Nature
West Bengal,147120491,Subodh Mitra Memorial Trust,"IB-175, Sector, III, Salt Lake City, Kolkata-700106",Social 
West Bengal,147120493,Council For Action On Rural Economy,"378, Diamond Harbour Road, Kolkata-700034","Economic ,Social "
West Bengal,147120495,Ram Mohan Mission,"479/1 Lake Garden, Kolkata-700045",Social 
West Bengal,147120508,Uluberia Gram Vikash Kendra,"Vill Majharati, Po Joldurberia, Howrah-",Social 
West Bengal,147120513,Indian Institute Of Management,"D.h. Road P.b.no. 16757, P.o. Alipur Kolkata -700027","Educational ,"
West Bengal,147120514,Millat Educational Trust,"4, waliullah Lane , Kolkata-700016","Educational ,"
West Bengal,147120529,Kailash Ananda Ashram,"21/2 Beadon Street , Kolkata-",Social 
West Bengal,147120553,Inderchand Rajgarhia Charity Trust,"5, hungerford Street, Calcutta, west Bengal-700017",Social 
West Bengal,147120574,Ramakrishna Vedanta Math,"19 A & B, Raja Rajkrishna Street, Calcutta-700006","Religious(Hindu) ,Cultural ,Educational ,"
West Bengal,147120583,Endev-a State Society For Environment And Development,"329 Jodhpur Park, Calcutta-700068","Educational ,"
West Bengal,147120584,Compassion East India,"Ambuja Eco Station 17th Floor Block BP-7, Aajkal IT Building salt Lake City Sector-V, 700091","Cultural ,Economic ,Educational ,Social "
West Bengal,147120592,New Alipur Anubhab,"33/s, Block B, New Alipur, Kolkata (west Bengal)-700053",Social 
West Bengal,147120596,Silpara Sayamvora Womens Self Help Training Society,"93, Diamond Harbour Road, Barisha, Silpara-700008","Cultural ,Economic ,Educational ,Social "
West Bengal,147120597,Institute Of International Social Development,"P-65, Lake View Road, Calcutta (west Bengal)-700029","Cultural ,Economic ,Educational ,Social "
West Bengal,147120604,Coalition Of Population Activities And Research,"24/j, Baghajatin Station Road, Kolkata-700032","Educational ,Social "
West Bengal,147120615,Shree Shree 108 Karunamoyee Kalimata Mandir,"107/1, Dr. Meghnad Saha Sarani, Kolkata-700029","Religious(Hindu) ,Cultural ,Educational ,Social "
West Bengal,147120620,Prabha Khaitan Foundation,"4B Little Russel Street, , Kokata, -700071","Cultural ,Economic ,Educational ,Social "
West Bengal,147120623,Gospel Branch Society,"C/O P.B. Chatterjee, 36/13, C.N. , Roy Road, Flat A-3, 3rd floor-700039","Educational ,Social "
West Bengal,147120625,Foundation Life for All,"Room No. 5B, 3rd Floor, , 1 Chandni Chowk Street, -700072","Economic ,Educational ,Social "
West Bengal,147120632,Paschim Banga Manab Kalyan Bikash Kendra,"AB- 31, Salt Lake City, Sec 1, , Kolkata, -700064",Social 
West Bengal,147120648,Bibek Bikash Samaj Kalyan Kendra,"3/1A, Satkari Mitra Lane, , Kolkata, North-700054",Social 
West Bengal,147120667,Ichhamati Rural Development Society,"106 B, Rashbehari Avenue, Kolkata-700029","Cultural ,Economic ,Educational ,Social "
West Bengal,147120670,Tangra Green Society for Social Welfare,"5 No. Pagladanga, 1st Lane, Kolkata-700015","Cultural ,Economic ,Educational ,Social "
West Bengal,147120675,Agape Education Mission,"near 4 No. Bheri, Nowbhanga, Sector- IV Salt Lake, Kolkata-700105","Cultural ,Educational ,Social "
West Bengal,147120676,Deepannita Braille Institute,"Paschim Das Para, PO-Sonarpur, Kolkata-700150","Educational ,"
West Bengal,147120679,Sree Sree Haripada Chakraborty Trust,"107/1, Dr.Meghnad Saha Sarani, Kolkata-700029","Cultural ,Economic ,Educational ,Social "
West Bengal,147120694,Pranavananda Institute of Social Change,"Basudev Pally(Shasan), , Post-Baruipur, Kolkata-700144",Social 
West Bengal,147120696,South Suburban Branch School Ex-Students Association,"110, Sarat Bose Road, , Kolkata-700029","Educational ,"
West Bengal,147120697,Society for Positive Atmosphere and Related Support to HIV/AIDS,"5/3 Snuff Mill Street, Belghoria Kolkata, West Bengal PIN : 700056, Kolkata, 700056",Social 
West Bengal,147120703,Society for the School of Medical Technology,"24, Girish Chandra Bose Road, Kolkata-700014","Educational ,Social "
West Bengal,147120704,Matrivani Institute of Experimental Research and Education,"6A, Seven Tanks Lane, , Kolkata-700030","Educational ,"
West Bengal,147120715,Abta Janakalyan Kendra,"2/30, Sangati Colony, P.0:Regent, Estate, Kolkata, -700092","Cultural ,Economic ,Educational ,Social "
West Bengal,147120719,The Eye Within,"25 S.N.Roy Road, Flat 2B, Kolkata, -700038",Social 
West Bengal,147120720,Touch the lives,"46/8B, Sisir Bagan Road, Behala, Kolkata, -700034","Educational ,Social "
West Bengal,147120723,Behala Society for action Network & Training on Health,"P.Lo.-R.C-Thakurani, Ramchandrapur, M.G. Road, (Keora Pukur Mission)-700104","Economic ,Educational ,Social "
West Bengal,147120734,Bhabikal Unnayan Samity,"61D, Tollygunge Road, , Kolkata, -","Educational ,Social "
West Bengal,147120735,Paschim Banga Sahaj Seva Samity,"191 Chittaranjan Dveenue, , Kolkata, -","Cultural ,Economic ,Social "
West Bengal,147120739,Flight to Harmony Foundation,"112 A, Ananda Palit Road, Kolkata-700014","Cultural ,Educational ,Social "
West Bengal,147120740,Disha Foundation,"119/1B Manoharpukur Road, , Kolkata, -700026","Educational ,"
West Bengal,147120744,Calcutta Siloam Evangelical Mission,"Durganagar, PO-Rabindra Nagar, Kolkata-700065","Cultural ,Economic ,Educational ,Social "
West Bengal,147120750,Shree Kund Kund Kahan Digamber Jain Swadhyay Mandir Trust,"43/2A, Paddupukur Road, Kolkata-700020","Educational ,Social "
West Bengal,147120751,Chhayataru Muley,"12/A, Garfa Behari Lal Mondal Rd, Mondal para, PO-Haltu, Kolkata-700078","Cultural ,Economic ,Educational ,Social "
West Bengal,147120753,Kolkata Creative Art Performers,"Subhas Pally, PO-Madhyamgram, Bazar, Kolkata-700130","Cultural ,Economic ,Educational ,Social "
West Bengal,147120762,Fo Kuang Shan Calcutta Buddhist Centre,"8, New Tangra Road, , Kolkata-700046","Religious(Buddhist) ,Cultural ,Educational ,Social "
West Bengal,147120768,Satyajit Ray Film & Television Institute,"E.M. Bye Pass Road, , PO-Panchasayar, Kolkata-700094","Educational ,"
West Bengal,147120771,"Regional Institute of Ophthalmology,","Medical College & Hospital, 88, , College Street, Kolkata-700073","Educational ,Social "
West Bengal,147120779,Calcutta Servants,"5, Dr. S.P. Mukherjee Road, Dumdum, Cantonment-700028","Cultural ,Economic ,Educational ,Social "
West Bengal,147120787,Saccidananda Society,"A-190, Metropolitan Co-op Housing, Society-700105","Educational ,Social "
West Bengal,147120791,8No.Bhukailash Road Swami Vivekananda Homoeo Clinic and Charitable Dispensary,"8 No.Bhukailash Road, , Kolkata-700023","Cultural ,Economic ,Educational ,Social "
West Bengal,147120794,Save the Environment,"18/1, Kailash Ghosh Road, Kolkata-700008",Social 
West Bengal,147120798,Uttarayan,"CD-38, , Salt Lake city, , 700064",Social 
West Bengal,147120803,Poets Foundation,"8/20, Fern Road, , Kolkata, 700019","Cultural ,Economic ,Educational ,Social "
West Bengal,147120813,DHAKURIA INSTITUTE OF PHYSICAL MEDICINE,"2C/1, BECHU DOCTOR LANE, DHAKURIA, KOLKATA, 700031",Social 
West Bengal,147120822,Sambhar Club Seva Trust,"P-16, New CIT Road., Kolkata, 700073",Social 
West Bengal,147120829,CINE CENTRAL CALCUTTA,"2, CHOWRINGHEE ROAD, KOLKATA, 700013","Cultural ,Educational ,Social "
West Bengal,147120830,DUSTA MANAB KALYAN SAMITY,"Vill. Nutanpally, P.O. Sonarpur, Kolkata, Kolkata, 700150","Cultural ,Economic ,Educational ,Social "
West Bengal,147120832,CALCUTTA ZOROASTRIAN COMMUNITYS RELIGIOUS AND CHARITY FUND,"52, CHOWRINGHEE ROAD, KOLKATA, 700071","Religious(Others) ,Educational ,Social "
West Bengal,147120833,SPARSHA WELFARE FOUNDATION,"2/2, Joykrishna Pal Road, Kolkata, 700038","Cultural ,Economic ,Educational ,Social "
West Bengal,147120834,SOCIETY FOR NONCONVENTIONAL INTEGRATED REHABILITATION,"BOSE PARA, ITKHOLA, P.O. KHARDAHA, KOLKATA, KOLKATA, 700117","Cultural ,Economic ,Educational ,Social "
West Bengal,147120837,MALLABHUM HUMAN RESOURCE DEVELOPMENT TRUST,"266B, RASHBEHARI AVENUE, KOLKATA, 700019","Educational ,Social "
West Bengal,147120839,Jadavpur Abhas,"82, Thakurpara (Babu Para), P.O.- Purba Putiary, , Kolkata, 700093","Cultural ,Economic ,Educational ,Social "
West Bengal,147120863,BARUIPUR AZADHIND WELFARE SOCIETY,"Baruipur, Kulpi Road, , Kolkata, 700144","Cultural ,Economic ,Educational ,Social "
West Bengal,147120866,SRI SRI MOHANANANDA BRAHMACHARI CHARITABLE FOUNDATION,"C/O NAVIN NAYAR, CHARTERED ACCOUNTANT, 34A, MATCALFE STREET, , KOLKATA, 700013","Educational ,Social "
West Bengal,147120873,BARRACKPUR HEALTH CURE SOCIETY,"Siddeswaritala Road, Narkel Bagan, Monirampur, P.O. and P.S. - Barrackpore, North24 Parganas, Kolkata, 700120","Cultural ,Economic ,Educational ,Social "
West Bengal,147120883,MAHANAGAR SMRITI SEVA KENDRA,"28, Kabi Satyan Dutta Road, P.O. - Nimta, District - Kolkata, Kolkata, 700049","Cultural ,Economic ,Educational ,Social "
West Bengal,147120884,Deprive People,"309 B B Ganguly Street 2nd Floor Kolkata 700012, Kolkata, 700012","Cultural ,Economic ,Educational ,Social "
West Bengal,147120888,BIJAN BANERJEE MEMORIAL CHARITABLE TRUST,"77 LENIN SARANI, KOLKATA, 700013","Cultural ,Economic ,Educational ,Social "
West Bengal,147120890,BURS,"B-5, Lake View Park, Baranagar, Kolkata 700108, Baranagar, 700108","Cultural ,Social "
West Bengal,147120904,BELEGHATA SOCIETY FOR SOCIAL AND RURAL DEVELOPMENT,"85, BADAN ROY LANE, KOLKATA, 700010","Cultural ,Economic ,Educational ,Social "
West Bengal,147120906,DUMDUM CHETANA,"19, Bazar Mahalla (1st Floor), Room No. 2, (Old Bankshal Market), Gora Bazar, Dum Dum Cantt., Kolkata, 700028","Cultural ,Economic ,Educational ,Social "
West Bengal,147120909,JALPAIGURI GOVERNMENT ENGINEERING COLLEGE ALUMNI ASSOCIATION,"65, Hindustan Park, Kolkata, 700029","Cultural ,Economic ,Educational ,Social "
West Bengal,147120913,Sea Explorers Institute,"Outram Ghat, Kolkata, 700021","Educational ,"
West Bengal,147120914,Lok Bikash Sansad,"Loknath Apartment first Floor 3 Canal Street Kolkata 14, Kolkata, 700014","Cultural ,Social "
West Bengal,147120915,VEVEKANANDA SERVICE CELL,"C 56 by 1 East Rajapur, Kolkata, 700075","Cultural ,Economic ,Educational ,Social "
West Bengal,147120918,SRI RAMAKRISHNA SEVASHRAM,"6 BARODA THAKUR LANE, KOLKATA, 700007","Cultural ,Educational ,Social "
West Bengal,147120919,Subudhipur Relief and Welfare Society for Backward Comunity,"North Cabin Road Subuddipur, Baruipur, 700144","Cultural ,Economic ,Educational ,Social "
West Bengal,147120921,Gurusaday Dutt Folk Art Society,"Joka, Kolkata, 700104","Cultural ,Educational ,Social "
West Bengal,147120935,BEHALA SRAHDHA,"72 BHUBAN MOHAN ROY ROAD GREEN PARK, Kolkata, 700008","Cultural ,Economic ,Educational ,Social "
West Bengal,147120936,ALL INDIA CLENCH FOUNDATION,"8A- EKDALIA PLACE, KOLKATA, 700019","Cultural ,Economic ,Educational ,Social "
West Bengal,147120937,Allergy And Asthma Research Centre,"48 by 7 Puna Das Road, Kolkata, 700029",Social 
West Bengal,147120951,S M NAHATA FOUNDATION,"2 CLIVE GHAT STREET 2ND FLOOR ROOM NO 16, KOLKATA, 700001","Economic ,Educational ,Social "
West Bengal,147120952,EK PRAYAAS EDUCATIONAL SOCIETY,"5 ABDUL ALI ROW, KOLKATA, 700016","Cultural ,Economic ,Educational ,Social "
West Bengal,147120955,SOULS SOCIETY OF UNIVERSAL LOKENATH SENSES,"24 Tollygunj Circular Road New Alipore Mittal Pharmacy Building, Kolkata, 700053","Cultural ,Educational ,Social "
West Bengal,147120960,BANGA EDUCATION SOCIETY,"49 LOWER RANGE 1ST FLOOR, KOLKATA, 700019","Cultural ,Economic ,Educational ,Social "
West Bengal,147120961,PADATIK,"6-7 AJC BOSE ROAD, KOLKATA, 700017","Cultural ,"
West Bengal,147120962,PADATIK DANCE CENTRE,"6-7A AJC BOSE ROAD, KOLKATA, 700017","Cultural ,"
West Bengal,147120964,WILLIAM CAREY MISSION WELFARE SOCIETY,"Village Rudranagar Police STation Sagar Dist 24 Parganas South West Bengal, Kolkata, 743373","Cultural ,Educational ,"
West Bengal,147120966,MODERN EDUCATIONAL SOCIETY,"9 - 1B M G ROAD, KOLKATA, 700009","Educational ,"
West Bengal,147120969,LANSDOWNE ACTION HELPLINE,"79 Beltala Road Kolkata 700 026 West Bengal, Kolkata, 700026","Cultural ,Economic ,Educational ,Social "
West Bengal,147120970,MARIGOLD CHARITABLE SOCIETY,"FOUR MANGOE LANE SURENDRA MOHAN GHOSH SARANI, KOLKATA, 700001","Economic ,Educational ,Social "
West Bengal,147120971,JUGAL NATH MEMORIAL SOCIETY,"3 A HARE STREET KOLKATA, KOLKATA, 700001","Religious(Hindu) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147120973,Behala Shantinilay Welfare Society,"181A Bhuban Mohan Roy Road, Kolkata, 700008","Cultural ,Educational ,Social "
West Bengal,147120975,INSTITUTE OF NEUROSCIENCES KOLKATA,"185 BY 1 A J C BOSE ROAD, KOLKATA, 700017",Social 
West Bengal,147120977,WEAVERS STUDIO RESOURCE CENTRE,"5-1 ANIL MOITRA ROAD BALLYGUNGE, KOLKATA, 700019","Educational ,Social "
West Bengal,147120978,BADU SHIVANANDA SEVASHRAM,"KALYANPUR BADU, MADHYAMGRAM, 700128",Social 
West Bengal,147120979,TOWARDS LIFE FOUNDATION,"6 WATERLOO STREET 2ND FLOOR, KOLKATA, 700069","Economic ,Educational ,Social "
West Bengal,147120980,Noahs Ark,"173 Daspara Road Thakurpukur, Kolkata, 700063",Social 
West Bengal,147120981,Srei Foundation,"86C Topsia Road, Kolkata, 700046","Cultural ,Economic ,Educational ,Social "
West Bengal,147120982,SHISHIRALAY WOMEN AND CHILDREN CHARITABLE WELFARE SOCIETY,"57B HINDUSTAN PARK BALLYGUNGE POLICE STATION GARIAHAT, KOLKATA, 700029","Educational ,"
West Bengal,147120983,MACHLANDAPUR DEEPSHIKHA,"47 PARK STREET KARNANI MANSION 2ND FLOOR ROOM NO 18, Kolkata, 700016","Cultural ,Economic ,Educational ,Social "
West Bengal,147120984,SOCIAL ACTIVITY FOR GRAMIN AREA,"1ST FLOOR P 91 LAKE ROAD, KOLKATA, 700029","Religious(Hindu) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147120985,NARENDRAPUR HELPING HAND,"Chandranath Bhavan Biswaspara Ramchandrapur North Narendrapur, Kolkata, 700103","Cultural ,Economic ,Educational ,Social "
West Bengal,147120987,SAFALYA,"10 Nirmal Sen Gupta Sarani North Badra Near Power House, Kolkata, 700079","Religious(Hindu) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147120988,Society of St Joseph of Cluny Kolkata,"Lavinia House 68A APC Road, Kolkata, 700009","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147120989,WORLD WIDE HUMAN RIGHTS ORGANISATION,"2 S K PALLY KSD ROAD, KOLKATA, 700049","Cultural ,Economic ,Educational ,Social "
West Bengal,147120990,RISSHO KOSEI KAI SOCIETY OF KOLKATA,"E243BP TOWNSHIP POST PANCHASAYAR KOLKATA 700094, KOLKATA, 700094","Cultural ,Economic ,Educational ,Social "
West Bengal,147120991,SINCHAN,"13-1-3 SARSUNA MAIN ROAD, KOLKATA, 700061","Educational ,Social "
West Bengal,147120992,MESHA INDIA,"49A DR Sundari Mohan Avenue, kolkata, 700014","Cultural ,Economic ,Educational ,Social "
West Bengal,147120993,Big Life Fellowship,"30/B/3, Mahendra Roy Lane, , Kolkata, 700046","Educational ,Social "
West Bengal,147120994,PRESIDENCY LIONS FOUNDATION,"1B SARASWATI NIKET 5 CAMAC STREET, KOLKATA, 700017",Social 
West Bengal,147120996,ANWESHA KOLKATA,"FLAT NO 21 J 374 BAISHNAB GHATA PATULI, KOLKATA, 700094","Cultural ,Economic ,Educational ,Social "
West Bengal,147120997,THAKUR PUKUR PRACHESTA WELFARE SOCIETY,"232 BHATTACHARYA PARA ROAD PASCHIM BARISHA THAKURPUKUR, KOLKATA, 700063",Social 
West Bengal,147120998,Community Action Society,"1873 BBChatterjee Road, Kolkata, 700042","Cultural ,Economic ,Educational ,Social "
West Bengal,147120999,Indian Institute of Management Calcutta,"PO Joka Diamond Harbour Road, Kolkata, 700104","Educational ,"
West Bengal,147121000,CENTRE FOR GROUND WATER STUDIES,"54 B 2 CENTRAL ROAD JADAVPUR GROUND FLOOR, KOLKATA, 700032","Economic ,Educational ,Social "
West Bengal,147121001,WATER FOR PEOPLE INDIA TRUST,"FIRST FLOOR 26-1-1 GARIAHAT ROAD SOUTH, KOLKATA, 700031",Social 
West Bengal,147121002,FREETOBEKIDS CHARITABLE TRUST,"A 17 3 SRIJANI JOKA POST P S, THAKURPUKUR 24 PGS, 700104","Educational ,Social "
West Bengal,147121003,Amader Arpan,"206 Purbalok PO Kalikapur, EM Bypass Kolkata, 700099",Social 
West Bengal,147121004,SANJIB ROY MEMORIAL TRUST,"16A Bose Para Road PO Barisha, KOLKATA, 700008","Cultural ,Economic ,Educational ,Social "
West Bengal,147121005,Alumni Association NCE Bengal Jadavpur University,"Jadavpur University Campus, Kolkata, 700032","Cultural ,Economic ,Educational ,Social "
West Bengal,147121006,SOUTH KOLKATA HAMARI MUSKAN,"C 227, SURVEY PARK, SANTOSHPUR, KOLKATA, 700075","Educational ,Social "
West Bengal,147121007,Turnstone global,"kolkata, kolkata, 700002","Cultural ,Economic ,Educational ,"
West Bengal,147121008,JOY GURU RELIEF WELFARE SOCIETY,"Noapara South 2nd Lane Sonarpur, Kolkata, 700150","Cultural ,Economic ,Educational ,Social "
West Bengal,147121009,NISHSHABD ANGEEKAR WELFARE ASSOCIATION,"P-33, JYOTISH ROY ROAD, FLAT NO. -3, , KOLKATA, 700053","Economic ,Educational ,Social "
West Bengal,147121010,MANICKTALA NARAYAN CHANDRA SEVA PRATISTHAN,"100A, MANICKTALA MAIN ROAD, BLOCK NO.-B1, FLAT NO.-25, P.O.-KANKURGACHI, KOLKATA, 700054","Cultural ,Educational ,Social "
West Bengal,147121011,PARTICIPATORY RESEARCH AND ACTION NETWORK,"30 1 PRANABANANDA ROAD, KOLKATA, 700084",Social 
West Bengal,147121012,Amar Lata Garmin Seva Foundation,"8 1B Ibrahimpur Road, Kolkata, 700032",Social 
West Bengal,147121013,JADAVPUR JEEVAN JYOTI FOUNDATION,"Village Manikpur Naskarpara PO Harinavi PS Sonarpur, Kolkata, 700148","Cultural ,Economic ,Educational ,Social "
West Bengal,147121014,NOOR NABI MISSION,"2 WELLESLEY 2ND LANE, KOLKATA, 700016","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147121015,susamadhan,"296DRabindraNagarBehala, kolkata, 700060","Educational ,Social "
West Bengal,147121016,Calcutta Centre Mahavir Seva Sadan,"20 Ekbalpur Lane, Kolkata, 700023",Social 
West Bengal,147121017,LIONS CLUB OF CALCUTTA ADARSH,"851, BLOCK-P, NEW ALIPORE, KOLKATA, 700053",Social 
West Bengal,147121018,ACHARYA PADMASAGAR SURI CHARITABLE TRUST JIAGANJ,"2B, MOTILAL BASAK LANE, KOLKATA - 700054, KOLKATA, 700054","Religious(Hindu) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147121019,WB COMMITTEE OF THE NATIONAL COUNCIL OF WOMEN IN INDIA CHILD AND FAMILY WELFARE SECTION,"BASUMATI BHAVAN TOP FLOOR 166 BIPIN BEHARI GANGULLY STREET, KOLKATA, 700012","Cultural ,Economic ,Educational ,Social "
West Bengal,147121020,SERVE INDIA,"C/O Arvind Sinha , Flat-314, Vinayak Residency, 6/5 D, Anil Maitra Road, Kolkata, 700019","Educational ,"
West Bengal,147121021,BENGALI CHRISTIAN NETWORK,"25/7 S N Chatterjee Road, Kolkata, 700038",Social 
West Bengal,147121022,NULIFE FOUNDATION CHARITABLE TRUST,"P-11, NEW HOWRAH BRIDGE APPROACH ROAD, 2ND FLOOR, ROOM NO.1A/3, KOLKATA, 700001","Educational ,Social "
West Bengal,147121024,NEW AGE SOCIETY FOR ALL,"36, Satkari Banerjee Road, Post-Malancha Mahinagar, P.S-Sonarpur, Kolkata, 700145","Cultural ,Social "
West Bengal,147121026,A.Hand,"1dr suresh sarkar road, Kolkata, 700014","Cultural ,Economic ,Educational ,Social "
West Bengal,147121027,Watgunge Adolescent Improvement Association,"4/2B, Munshigunge Road, Kidderpore, Kolkata, 700023",Social 
West Bengal,147121028,ACID SURVIVORS AND WOMEN WELFARE FOUNDATION,"SHREE GANESH CENTRE, ROOM NO. 2C, 216, A.J.C. BOSE ROAD, KOLKATA, 700017",Social 
West Bengal,147121029,ITC RURAL DEVELOPMENT TRUST,"VIRGINIA HOUSE, 37 J L NEHRU ROAD, KOLKATA, 700071","Educational ,Social "
West Bengal,147030007,St. John Ambulance Association,"Malda District Centre Po Atul Marke, Malda-732101",Social 
West Bengal,147030011,Malda Sangeet Kala Manch,"Ramakrishna Pally, Malda-","Cultural ,"
West Bengal,147030018,Sanskriti O Samaj Unnayan Parishad,"C/o K.k. Das, Sabamangala Pally(s), Post+dist- Malda-732101",Social 
West Bengal,147030032,Damaipur Al-Jameatul Mohammadia Darul Hadis,"Vill/PO-Damaipur, PS-Chanchal, Malda-732139","Religious(Muslim) ,Cultural ,Educational ,Social "
West Bengal,147030035,North Benal Mission for the Weaker Sections,"Vill. 7 P.O. Chaspara, P.S.-Kaliach, Malda, -732206","Cultural ,Economic ,Educational ,Social "
West Bengal,147030039,Ganguria Sri Sri Saradatirtham.,"Vill-Ganguria, P.o.-Ashrafpur, , Malda, -732138","Religious(Hindu) ,Cultural ,Educational ,Social "
West Bengal,147030042,Habibpur Rural Development Samity,"Vill-Kachupukur, P.O. Bulbulchandi, P.S. Babibpur, 732122","Economic ,Social "
West Bengal,147030046,CHARAKTALA MANAB SAMPAD BIKASH SAMITY,"CHARAKTALA, P.O. - GANGAPROSAD, MALDA, 732207","Cultural ,Economic ,Educational ,Social "
West Bengal,147030048,JAMEA MAZHARUL ULOOM BATNA,"VILL-BATNA. P.O.- BATNA, MALDA, 732139","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147030052,MAHAD NAGAR AL FALAH EDUCATIONAL CENTRE,"VILLAGE MAHAD NAGAR SONAKUL PO BAGHUA PS HARISHCHANDRAPUR, MALDA, 732125","Cultural ,Economic ,Educational ,Social "
West Bengal,147030059,SHARATPALLY MA O SISHUR KALYAN SAMITY,"VILL SHARATPALLY P O GAZOLE, MALDA, 732124","Religious(Hindu) ,Cultural ,Educational ,Social "
West Bengal,147030061,CHANCHAL AL AMIN ACADEMY SOCIETY,"VILL CHANCHAL PO CHANCHAL PS CHANCHAL DIST MALDA, Malda, 732123","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147030062,Khopakati Girls Tawheed Educational Society,"Khopakati, Malda, 732125","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147030063,SOCIAL DEVELOPMENT TRUST OF INDIA,"SHERSHAHI BAZAR KALIA CHAK, MALDA, 732201","Cultural ,Economic ,Educational ,Social "
West Bengal,147030064,16 MILE MOHAMMAD RAFI GRAMMYO KALYAN SAMITY,"VILLAGE 16 MILE - PO GURUTOLA - PS KALIACHAK, KOLKATA, 732127","Cultural ,Economic ,Educational ,Social "
West Bengal,147030065,GOUR MODEL ACADEMIC SOCIETY,"Village and Post-Uttar Mahadipur P S-Englishbazar, Malda, 732216","Educational ,Social "
West Bengal,147030066,NAZRUL MOHANPUR KHAWAKHON PRIMARY SCHOOL,"Village and Post-Bairgachi P S-Gazole, Malda, 732102","Educational ,Social "
West Bengal,147030067,BAMONGRAM MOSIMPUR WELFARE SOCIETY,"Village and post-Mosimpur Block- Kaliachak-I, Malda, 732206","Cultural ,Educational ,Social "
West Bengal,147030069,Gazole Good News Welfare Society,"vill Sukanta Pally Gazole, Malda, 732124","Religious(Christian) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147040002,Seva Bharati,"Po Kupgari, Midnapore-721505","Educational ,"
West Bengal,147040015,Amaltora Palli Jeva Sangha,"M.k.n.s.building, P.o.gidni-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040022,Contai Subdivision Rural Devevlopment Committee,"Vil Kk Bar Po Doudpur, Midnapore -721401","Cultural ,Economic ,Educational ,Social "
West Bengal,147040031,Haldia Samaj Kalyan Parsad,"P.O. Anantapur, Via- Sutahata, , Distt. -Purba Midnapore, -721635","Educational ,Social "
West Bengal,147040045,Samaj Unnayan Centre,", Vill.&p.o.uttar Jianda-","Cultural ,Educational ,Social "
West Bengal,147040068,Milan Sangha,"At/p.o.balageria, -","Cultural ,Economic ,Educational ,Social "
West Bengal,147040070,Ganga Polytechnic,", Kakdihi, p.o.mechada-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040071,O B N S Jankalyan Sangha,"P.o.payrachali, Buraburi-",Social 
West Bengal,147040072,Forum For Rural Development Programme,"Ghoradhora Jhargram, Midnapore-","Economic ,Social "
West Bengal,147040074,Dakshan Kalamdan Noble Club,", Vill.&p.o.dakshin Kalamdan-",Social 
West Bengal,147040077,Mulsim Orphans Welfare Society,"Panskura , Midnapore-721152","Religious(Muslim) ,Social "
West Bengal,147040079,Fazelpur Biplab Bahini,", Po; Madanmohanpur, fazelpur-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040083,Nay Niti Sangha,"Kshirishbari, P.o.barabari (s)-",Social 
West Bengal,147040084,Neturia Srima Sardamayee Mahila K.samity,"P.o. Atattar, -",Social 
West Bengal,147040087,Panchagram Janakalyan Sangha,", P.o.madanmohanpur-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040091,Midnapore Inational Rural Dev Council,"Ghospur Yo, P.o.haur-","Educational ,Social "
West Bengal,147040093,Barabari Vivekananda Yuba Sangha,"Po Barabari Distt. Midnapur, W B-","Cultural ,Social "
West Bengal,147040096,Kunjapur Agradut Sangha,"Kunjapur Via Janka, Midnapore-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040108,Pallikatha - Basdevpur,"P. O.Khajan chak, District- Purba Medinapore-721602",Social 
West Bengal,147040109,Banpukur Swarupananda Seva Ashram,", P.o.balyagobindapur-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040118,Gangadhar Chak Dewanchak Vivekanand Club,"Village. Dewanchak, P.o. Gangadharchak Contai -iii-","Cultural ,Social "
West Bengal,147040119,Sri Sri Ma Sarada Nari Kalyan Samity,", Vill. Faridpore-","Cultural ,Educational ,Social "
West Bengal,147040120,Purbachara Saradamani Nari Kalyan Samiti,"Purbachara Po Tikashi, Midnapore-721430",Social 
West Bengal,147040131,Council For Rural Welfare,"Po Sabang, Midnapore-721144",Social 
West Bengal,147040132,Itaberia Milan Sangsad,", P.o. Itaberia-","Cultural ,Social "
West Bengal,147040145,Gopalpur Siddheswar Milan Sangha,", P.o.dadpur-","Religious(Hindu) ,Cultural ,Educational ,Social "
West Bengal,147040149,Moyna Netaji Pally Unnayan Tarun Sangha,", P.o.moyna Kalagechia-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040165,Sauri Vivekananda Manab Kalyan Samity,"P.o.sauri, Koatbarh, block-dantan Ii-721466","Religious(Hindu) ,Cultural ,Economic ,Educational ,"
West Bengal,147040166,Naba Kishore Sangha,"Bargodagodar Blk , Midnapore-721652","Cultural ,Economic ,Educational ,Social "
